Table S6: Differential expression test results for the identification of tissue-enriched genes. ,,,,,,,,
gene_id,symbol,max.tissue,max.tissue.expr,tissue.2,tissue.2.expr,ratio,pval,qval
WBGene00006486,tag-140,Hypodermis,28.34,Neurons,1.88,9.83,7.29E-14,5.29E-13
WBGene00001008,dlk-1,Neurons,1013.33,Intestine,315.32,3.20,7.40E-14,5.37E-13
WBGene00001783,gst-35,Glia,87.60,Hypodermis,3.15,21.11,7.49E-14,5.43E-13
WBGene00016992,zhit-1,Gonad,42.81,Hypodermis,4.60,7.65,7.58E-14,5.50E-13
WBGene00021352,Y37E3.11,Intestine,213.98,Gonad,36.12,5.76,7.65E-14,5.55E-13
WBGene00001840,hel-1,Gonad,530.80,Neurons,325.91,1.62,7.85E-14,5.69E-13
WBGene00007983,C36E8.4,Pharynx,131.76,Hypodermis,39.34,3.27,7.87E-14,5.71E-13
WBGene00015517,C06A8.8,Pharynx,461.66,Glia,101.97,4.48,7.91E-14,5.73E-13
WBGene00006778,unc-42,Neurons,71.05,Pharynx,1.70,26.36,7.92E-14,5.73E-13
WBGene00015853,C16C8.16,Gonad,65.09,Pharynx,1.07,31.49,8.19E-14,5.93E-13
WBGene00009042,F22B5.4,Neurons,177.99,Pharynx,33.38,5.18,8.39E-14,6.07E-13
WBGene00000226,atl-1,Gonad,834.80,Intestine,340.61,2.44,8.41E-14,6.08E-13
WBGene00194852,T28A8.8,Gonad,17.10,Body_wall_muscle,0.16,14.78,8.50E-14,6.15E-13
WBGene00001483,fog-3,Gonad,65.42,Pharynx,1.03,32.25,8.54E-14,6.18E-13
WBGene00022383,Y95B8A.2,Hypodermis,271.37,Glia,65.40,4.09,8.57E-14,6.19E-13
WBGene00015389,scav-1,Intestine,139.85,Neurons,4.32,26.28,8.70E-14,6.29E-13
WBGene00020403,T10B11.7,Gonad,351.91,Intestine,76.24,4.56,8.85E-14,6.39E-13
WBGene00000960,dgk-3,Neurons,24.17,Body_wall_muscle,0.32,18.25,8.87E-14,6.40E-13
WBGene00045336,R11D1.12,Neurons,35.70,Hypodermis,0.63,21.85,8.92E-14,6.44E-13
WBGene00007500,nasp-1,Gonad,269.34,Intestine,27.73,9.37,8.95E-14,6.45E-13
WBGene00006874,vab-8,Neurons,333.34,Body_wall_muscle,266.81,1.24,9.10E-14,6.56E-13
WBGene00010897,lact-3,Intestine,334.92,Gonad,98.90,3.35,9.19E-14,6.63E-13
WBGene00002215,klc-2,Neurons,538.67,Pharynx,227.47,2.36,9.22E-14,6.65E-13
WBGene00007434,arp-6,Gonad,72.01,Hypodermis,18.90,3.62,9.24E-14,6.66E-13
WBGene00018310,F41G4.7,Body_wall_muscle,16.20,Gonad,0.16,14.00,9.28E-14,6.68E-13
WBGene00016262,C30F12.3,Neurons,42.73,Gonad,7.99,4.76,9.64E-14,6.94E-13
WBGene00045390,C38C3.10,Glia,181.68,Intestine,2.39,53.53,9.81E-14,7.06E-13
WBGene00019432,knl-2,Gonad,455.33,Intestine,76.99,5.84,9.92E-14,7.14E-13
WBGene00019380,K04C2.2,Gonad,291.07,Intestine,80.09,3.59,9.95E-14,7.16E-13
WBGene00008384,D1081.6,Gonad,31.44,Neurons,2.64,8.63,1.02E-13,7.32E-13
WBGene00018421,F44E2.8,Gonad,106.85,Pharynx,19.16,5.30,1.02E-13,7.35E-13
WBGene00021378,Y37E11B.6,Gonad,18.99,Body_wall_muscle,1.23,8.54,1.02E-13,7.36E-13
WBGene00018904,F55G1.9,Gonad,55.35,Body_wall_muscle,14.87,3.49,1.05E-13,7.52E-13
WBGene00000787,cps-6,Gonad,213.84,Body_wall_muscle,123.92,1.71,1.05E-13,7.55E-13
WBGene00015098,snpc-3.1,Gonad,26.37,Hypodermis,0.20,22.00,1.07E-13,7.68E-13
WBGene00017939,F31A3.5,Pharynx,199.42,Neurons,46.43,4.20,1.07E-13,7.68E-13
WBGene00009073,delm-1,Pharynx,42.83,Neurons,0.19,36.03,1.07E-13,7.69E-13
WBGene00020894,T28D9.1,Gonad,674.16,Neurons,419.04,1.60,1.07E-13,7.70E-13
WBGene00007904,C33G3.4,Intestine,123.21,Hypodermis,2.26,37.84,1.13E-13,8.08E-13
WBGene00019400,K04G7.1,Gonad,108.28,Neurons,23.66,4.39,1.15E-13,8.23E-13
WBGene00017545,F18A1.1,Glia,186.43,Hypodermis,41.28,4.41,1.15E-13,8.25E-13
WBGene00017132,tofu-6,Gonad,85.56,Hypodermis,17.10,4.73,1.16E-13,8.33E-13
WBGene00016149,frpr-3,Neurons,26.67,Gonad,0.17,22.79,1.21E-13,8.67E-13
WBGene00022025,Y65B4A.1,Gonad,251.93,Intestine,53.15,4.65,1.22E-13,8.70E-13
WBGene00018638,F49E8.7,Gonad,137.14,Pharynx,27.88,4.75,1.23E-13,8.77E-13
WBGene00016293,C31H2.3,Neurons,18.46,Body_wall_muscle,0.10,16.74,1.32E-13,9.44E-13
WBGene00007724,C25F9.4,Intestine,96.69,Hypodermis,1.30,41.98,1.34E-13,9.56E-13
WBGene00003607,nhr-8,Intestine,144.49,Gonad,2.16,45.73,1.37E-13,9.78E-13
WBGene00022198,Y71H2B.11,Gonad,53.55,Neurons,5.68,8.02,1.42E-13,1.01E-12
WBGene00013716,Y106G6H.1,Intestine,114.42,Hypodermis,0.65,69.27,1.43E-13,1.02E-12
WBGene00008729,F13B12.1,Gonad,412.38,Intestine,68.39,5.94,1.45E-13,1.04E-12
WBGene00019402,K04G7.11,Gonad,163.15,Neurons,64.51,2.49,1.46E-13,1.04E-12
WBGene00011261,nphp-4,Neurons,203.33,Glia,16.94,11.33,1.48E-13,1.06E-12
WBGene00019068,faah-3,Intestine,182.29,Gonad,20.59,8.44,1.51E-13,1.08E-12
WBGene00012908,Y46G5A.18,Neurons,96.66,Gonad,35.97,2.61,1.55E-13,1.10E-12
WBGene00016460,C35E7.8,Gonad,33.63,Hypodermis,0.54,21.84,1.59E-13,1.13E-12
WBGene00003041,lin-61,Gonad,131.06,Hypodermis,52.93,2.43,1.60E-13,1.14E-12
WBGene00015921,C17H11.1,Neurons,47.30,Hypodermis,3.58,10.33,1.66E-13,1.18E-12
WBGene00022675,gbb-2,Neurons,363.14,Body_wall_muscle,279.14,1.30,1.68E-13,1.19E-12
WBGene00019843,R03E9.2,Body_wall_muscle,132.04,Glia,16.44,7.57,1.70E-13,1.21E-12
WBGene00015635,C09D4.4,Gonad,378.56,Intestine,105.92,3.54,1.73E-13,1.23E-12
WBGene00012564,fbxa-107,Gonad,32.72,Hypodermis,0.86,17.58,1.78E-13,1.26E-12
WBGene00015952,C18B2.1,Glia,58.98,Gonad,0.23,47.81,1.82E-13,1.29E-12
WBGene00013331,Y57G11C.42,Hypodermis,677.01,Glia,283.08,2.38,1.84E-13,1.30E-12
WBGene00017513,F16F9.1,Pharynx,114.03,Neurons,15.50,6.91,1.87E-13,1.33E-12
WBGene00010063,dhrs-4,Intestine,143.14,Hypodermis,4.28,27.11,1.92E-13,1.36E-12
WBGene00003176,mec-14,Neurons,38.56,Gonad,1.30,16.76,1.93E-13,1.37E-12
WBGene00003497,mup-4,Hypodermis,1038.03,Glia,495.65,2.09,1.95E-13,1.38E-12
WBGene00004217,ptr-2,Glia,382.60,Gonad,196.54,1.94,2.00E-13,1.42E-12
WBGene00001989,hot-4,Neurons,138.71,Glia,4.58,24.86,2.01E-13,1.42E-12
WBGene00018335,F42A9.6,Gonad,66.17,Neurons,8.31,7.11,2.03E-13,1.44E-12
WBGene00009266,F30A10.9,Gonad,152.18,Hypodermis,59.37,2.52,2.06E-13,1.46E-12
WBGene00010137,ztf-26,Neurons,85.00,Body_wall_muscle,38.84,2.13,2.11E-13,1.49E-12
WBGene00009123,F25H2.12,Gonad,76.16,Neurons,13.03,5.43,2.13E-13,1.51E-12
WBGene00016180,C28C12.4,Pharynx,444.94,Glia,131.34,3.36,2.19E-13,1.55E-12
WBGene00010350,H01G02.3,Neurons,464.86,Glia,48.27,9.44,2.21E-13,1.57E-12
WBGene00000621,col-44,Hypodermis,28.25,Neurons,1.80,10.11,2.22E-13,1.57E-12
WBGene00018636,F49E8.2,Gonad,126.07,Glia,3.86,25.93,2.31E-13,1.64E-12
WBGene00004355,rha-1,Gonad,437.35,Glia,150.63,2.88,2.35E-13,1.66E-12
WBGene00018744,F53B3.6,Hypodermis,40.83,Neurons,4.36,7.62,2.41E-13,1.70E-12
WBGene00018846,eef-1B.1,Gonad,1310.85,Body_wall_muscle,1004.34,1.30,2.44E-13,1.72E-12
WBGene00001446,flp-3,Neurons,105.74,Pharynx,4.78,18.28,2.45E-13,1.73E-12
WBGene00002086,ins-3,Neurons,17.62,Body_wall_muscle,0.03,17.09,2.47E-13,1.74E-12
WBGene00008820,F14F11.2,Neurons,142.71,Glia,4.31,26.86,2.56E-13,1.80E-12
WBGene00003883,osm-1,Neurons,71.20,Hypodermis,17.99,3.75,2.58E-13,1.82E-12
WBGene00020636,T20H4.5,Body_wall_muscle,124.00,Gonad,58.59,2.08,2.58E-13,1.82E-12
WBGene00020426,T10H10.2,Pharynx,146.39,Neurons,31.09,4.56,2.60E-13,1.83E-12
WBGene00014000,ZK550.6,Intestine,308.63,Hypodermis,55.24,5.49,2.66E-13,1.87E-12
WBGene00010053,F54D5.9,Gonad,121.28,Pharynx,23.60,4.93,2.75E-13,1.93E-12
WBGene00011971,lron-9,Hypodermis,454.15,Glia,169.42,2.66,2.77E-13,1.95E-12
WBGene00002299,let-23,Pharynx,1067.63,Intestine,434.30,2.45,2.92E-13,2.06E-12
WBGene00017468,F14F9.5,Body_wall_muscle,35.28,Neurons,4.08,6.94,3.01E-13,2.12E-12
WBGene00006443,pak-2,Gonad,115.41,Hypodermis,41.09,2.74,3.07E-13,2.16E-12
WBGene00007807,C29F3.7,Intestine,180.90,Glia,1.13,84.85,3.10E-13,2.18E-12
WBGene00000041,aco-2,Body_wall_muscle,655.11,Intestine,300.97,2.17,3.23E-13,2.27E-12
WBGene00003040,lin-59,Neurons,1262.43,Pharynx,711.04,1.77,3.28E-13,2.30E-12
WBGene00012261,lpr-3,Hypodermis,644.50,Glia,280.76,2.29,3.36E-13,2.36E-12
WBGene00015142,B0310.6,Pharynx,273.56,Intestine,9.13,27.02,3.43E-13,2.41E-12
WBGene00014107,ZK856.6,Neurons,29.70,Gonad,0.00,29.70,3.43E-13,2.41E-12
WBGene00010044,F54C9.9,Gonad,615.55,Intestine,262.68,2.33,3.47E-13,2.43E-12
WBGene00021027,W04C9.5,Neurons,34.09,Gonad,2.40,10.02,3.47E-13,2.44E-12
WBGene00007336,C05C12.4,Intestine,123.80,Pharynx,1.34,52.90,3.59E-13,2.51E-12
WBGene00008174,C48B4.11,Gonad,147.21,Pharynx,35.47,4.04,3.69E-13,2.58E-12
WBGene00195081,C04F6.7,Neurons,18.63,Body_wall_muscle,0.70,10.95,3.71E-13,2.60E-12
WBGene00009318,F32B4.8,Glia,103.82,Hypodermis,2.79,27.43,3.77E-13,2.64E-12
WBGene00000238,bar-1,Neurons,73.40,Body_wall_muscle,39.64,1.81,3.77E-13,2.64E-12
WBGene00021396,cutl-24,Glia,470.60,Intestine,72.22,6.43,3.78E-13,2.64E-12
WBGene00015203,B0495.2,Gonad,400.15,Intestine,54.10,7.26,3.80E-13,2.66E-12
WBGene00011304,mnk-1,Intestine,2139.80,Pharynx,979.59,2.18,3.85E-13,2.69E-12
WBGene00018513,F46F11.10,Gonad,48.62,Hypodermis,6.59,6.41,3.86E-13,2.70E-12
WBGene00000620,col-43,Hypodermis,111.05,Glia,6.42,14.97,3.88E-13,2.71E-12
WBGene00019318,K02E10.4,Hypodermis,22.22,Neurons,0.69,13.12,4.03E-13,2.82E-12
WBGene00010293,fbxa-108,Gonad,41.06,Pharynx,0.33,30.80,4.05E-13,2.83E-12
WBGene00015333,slc-17.3,Intestine,106.05,Neurons,1.06,51.39,4.07E-13,2.84E-12
WBGene00195143,C16D2.2,Neurons,35.18,Hypodermis,1.49,14.11,4.09E-13,2.85E-12
WBGene00006791,unc-57,Neurons,503.41,Glia,140.49,3.56,4.16E-13,2.90E-12
WBGene00022274,Y73E7A.8,Hypodermis,66.01,Pharynx,4.10,12.95,4.18E-13,2.91E-12
WBGene00009267,usp-48,Gonad,436.43,Intestine,100.68,4.29,4.23E-13,2.95E-12
WBGene00006462,tag-97,Neurons,407.82,Pharynx,122.06,3.31,4.26E-13,2.97E-12
WBGene00050911,Y43F8B.18,Hypodermis,25.11,Neurons,1.00,12.54,4.47E-13,3.11E-12
WBGene00001683,gpd-1,Gonad,37.68,Hypodermis,2.20,11.77,4.47E-13,3.11E-12
WBGene00020082,gcp-2.1,Intestine,482.28,Body_wall_muscle,175.17,2.74,4.47E-13,3.11E-12
WBGene00011747,sna-2,Gonad,290.30,Intestine,49.50,5.75,4.50E-13,3.13E-12
WBGene00000396,cdh-4,Neurons,1370.46,Pharynx,779.10,1.76,4.53E-13,3.15E-12
WBGene00016014,C23G10.7,Gonad,250.06,Intestine,31.31,7.74,4.56E-13,3.17E-12
WBGene00003818,nsf-1,Neurons,629.11,Intestine,164.37,3.80,4.57E-13,3.18E-12
WBGene00012121,T28C6.7,Intestine,2119.90,Glia,956.64,2.21,4.59E-13,3.19E-12
WBGene00009270,F30F8.1,Gonad,137.61,Glia,12.60,10.12,4.62E-13,3.21E-12
WBGene00009127,F25H5.5,Gonad,405.25,Intestine,76.10,5.26,4.67E-13,3.24E-12
WBGene00007802,cutl-27,Glia,122.98,Pharynx,3.18,29.45,4.75E-13,3.30E-12
WBGene00006769,unc-33,Neurons,442.92,Glia,106.75,4.11,4.77E-13,3.31E-12
WBGene00004339,rfc-3,Gonad,65.86,Hypodermis,11.73,5.17,4.88E-13,3.39E-12
WBGene00014124,usip-1,Gonad,154.77,Pharynx,41.37,3.65,4.93E-13,3.42E-12
WBGene00013200,Y54E5A.5,Gonad,112.76,Body_wall_muscle,51.21,2.16,4.94E-13,3.42E-12
WBGene00018892,cir-1,Gonad,515.07,Intestine,165.20,3.10,4.96E-13,3.44E-12
WBGene00003794,npp-8,Gonad,489.27,Intestine,184.37,2.64,5.02E-13,3.48E-12
WBGene00000143,apc-2,Gonad,179.11,Pharynx,39.64,4.41,5.09E-13,3.53E-12
WBGene00003511,mxl-3,Body_wall_muscle,321.34,Glia,106.20,3.00,5.09E-13,3.53E-12
WBGene00044615,B0252.8,Neurons,44.16,Hypodermis,1.42,18.28,5.28E-13,3.65E-12
WBGene00004775,sep-1,Gonad,357.63,Intestine,32.23,10.76,5.30E-13,3.67E-12
WBGene00004045,pll-1,Neurons,183.84,Glia,10.48,16.01,5.36E-13,3.71E-12
WBGene00009082,dlat-1,Body_wall_muscle,268.84,Gonad,176.43,1.52,5.39E-13,3.72E-12
WBGene00015301,C01F1.6,Intestine,449.09,Pharynx,109.06,4.08,5.52E-13,3.82E-12
WBGene00011530,T06D8.10,Glia,1346.49,Hypodermis,757.96,1.77,5.58E-13,3.85E-12
WBGene00003711,nhr-121,Intestine,115.98,Gonad,3.80,24.15,5.59E-13,3.86E-12
WBGene00020417,nuo-2,Body_wall_muscle,141.15,Gonad,77.13,1.81,5.77E-13,3.98E-12
WBGene00000018,abl-1,Glia,760.87,Pharynx,285.47,2.66,5.80E-13,4.01E-12
WBGene00013019,Y48G10A.2,Gonad,139.46,Glia,14.15,9.21,6.00E-13,4.14E-12
WBGene00003789,npp-3,Gonad,452.00,Intestine,170.25,2.64,6.22E-13,4.29E-12
WBGene00009623,F41E7.7,Neurons,42.53,Hypodermis,2.91,10.87,6.28E-13,4.33E-12
WBGene00044603,acbp-7,Neurons,70.21,Pharynx,1.37,29.66,6.33E-13,4.36E-12
WBGene00021262,fbxa-74,Intestine,71.00,Hypodermis,0.06,67.23,6.37E-13,4.39E-12
WBGene00019321,K02E10.7,Neurons,53.15,Gonad,10.54,4.60,6.56E-13,4.52E-12
WBGene00004186,prpf-4,Gonad,786.42,Intestine,333.20,2.35,6.60E-13,4.55E-12
WBGene00015172,B0410.3,Hypodermis,34.00,Neurons,4.10,6.67,6.83E-13,4.70E-12
WBGene00006825,unc-96,Body_wall_muscle,302.11,Pharynx,127.45,2.35,6.92E-13,4.76E-12
WBGene00022036,Y65B4BL.4,Gonad,145.41,Intestine,2.64,39.91,7.00E-13,4.81E-12
WBGene00011899,T21C12.3,Neurons,77.35,Pharynx,2.74,20.69,7.14E-13,4.91E-12
WBGene00019644,cpt-4,Intestine,296.59,Hypodermis,52.12,5.58,7.16E-13,4.92E-12
WBGene00006824,unc-95,Body_wall_muscle,253.21,Pharynx,98.27,2.55,7.24E-13,4.98E-12
WBGene00016062,C24G6.8,Gonad,159.02,Body_wall_muscle,90.51,1.74,7.63E-13,5.24E-12
WBGene00002255,lbp-3,Body_wall_muscle,154.10,Intestine,17.03,8.55,7.71E-13,5.29E-12
WBGene00019946,chat-1,Pharynx,233.81,Gonad,152.13,1.53,7.72E-13,5.30E-12
WBGene00002363,let-92,Neurons,158.40,Gonad,139.23,1.13,7.74E-13,5.31E-12
WBGene00002038,hum-5,Intestine,865.28,Neurons,298.44,2.89,7.76E-13,5.33E-12
WBGene00001827,hcf-1,Gonad,288.74,Glia,77.49,3.68,7.88E-13,5.41E-12
WBGene00008139,C47D12.5,Gonad,17.22,Hypodermis,0.28,13.41,8.03E-13,5.51E-12
WBGene00010047,F54D1.6,Intestine,881.48,Pharynx,319.48,2.75,8.05E-13,5.52E-12
WBGene00011908,pash-1,Gonad,200.89,Intestine,10.88,16.92,8.11E-13,5.55E-12
WBGene00015687,chdp-1,Neurons,890.87,Pharynx,490.45,1.81,8.14E-13,5.57E-12
WBGene00009531,F38B2.4,Glia,274.59,Body_wall_muscle,136.59,2.00,8.36E-13,5.72E-12
WBGene00007385,atp-5,Body_wall_muscle,511.89,Pharynx,278.93,1.83,8.38E-13,5.73E-12
WBGene00012819,Y43F8B.9,Hypodermis,16.30,Body_wall_muscle,0.31,12.45,8.41E-13,5.76E-12
WBGene00017837,F26G1.1,Gonad,124.22,Neurons,32.49,3.71,8.50E-13,5.81E-12
WBGene00003622,nhr-23,Hypodermis,165.75,Gonad,123.30,1.33,8.66E-13,5.92E-12
WBGene00000499,chk-2,Gonad,184.66,Intestine,11.21,15.12,8.66E-13,5.92E-12
WBGene00000603,col-14,Glia,857.59,Hypodermis,412.99,2.07,8.79E-13,6.00E-12
WBGene00001129,dyf-13,Neurons,24.96,Body_wall_muscle,1.99,8.36,8.98E-13,6.13E-12
WBGene00010269,F58G1.7,Pharynx,80.89,Body_wall_muscle,26.78,2.91,9.02E-13,6.16E-12
WBGene00008208,nhr-167,Neurons,25.93,Hypodermis,0.15,22.58,9.02E-13,6.16E-12
WBGene00021963,lipl-6,Glia,169.61,Pharynx,13.99,11.31,9.04E-13,6.17E-12
WBGene00004232,ptr-18,Hypodermis,227.32,Glia,53.23,4.19,9.38E-13,6.40E-12
WBGene00010069,F54F11.1,Pharynx,43.70,Neurons,2.53,12.38,9.66E-13,6.59E-12
WBGene00021847,Y54F10AL.1,Hypodermis,81.72,Gonad,46.56,1.72,9.69E-13,6.60E-12
WBGene00013848,npr-29,Neurons,110.62,Pharynx,7.95,12.36,9.85E-13,6.71E-12
WBGene00006760,unc-23,Pharynx,686.73,Glia,234.01,2.92,9.97E-13,6.79E-12
WBGene00013899,ZC443.4,Neurons,440.32,Glia,64.96,6.68,1.01E-12,6.84E-12
WBGene00022053,cisd-3.2,Body_wall_muscle,80.30,Gonad,40.76,1.92,1.01E-12,6.86E-12
WBGene00012962,dmsr-5,Neurons,48.37,Hypodermis,5.95,6.96,1.02E-12,6.91E-12
WBGene00011948,T23F1.5,Pharynx,61.13,Hypodermis,5.74,9.07,1.02E-12,6.93E-12
WBGene00008500,F01D5.10,Hypodermis,103.62,Glia,5.21,16.68,1.04E-12,7.08E-12
WBGene00020712,ckr-1,Neurons,170.93,Glia,8.06,18.87,1.04E-12,7.09E-12
WBGene00018362,F42G9.1,Gonad,419.54,Intestine,183.99,2.27,1.05E-12,7.13E-12
WBGene00016684,C45G9.13,Neurons,83.48,Pharynx,3.89,17.06,1.06E-12,7.19E-12
WBGene00012701,Y39B6A.43,Gonad,205.11,Intestine,15.51,12.42,1.06E-12,7.21E-12
WBGene00012765,Y41E3.7,Neurons,397.29,Intestine,109.57,3.59,1.06E-12,7.22E-12
WBGene00000440,ceh-17,Neurons,32.31,Gonad,0.00,32.31,1.07E-12,7.29E-12
WBGene00003561,ncr-1,Pharynx,617.52,Neurons,293.56,2.10,1.08E-12,7.35E-12
WBGene00045208,F13E9.15,Neurons,261.24,Glia,47.95,5.34,1.09E-12,7.39E-12
WBGene00020684,T22D1.5,Gonad,100.24,Glia,5.35,15.79,1.12E-12,7.59E-12
WBGene00194815,Y43F8B.23,Intestine,76.54,Body_wall_muscle,0.47,52.14,1.15E-12,7.80E-12
WBGene00012234,W04A4.5,Gonad,296.19,Intestine,46.76,6.20,1.21E-12,8.17E-12
WBGene00007982,pxd-1,Neurons,85.62,Body_wall_muscle,69.93,1.21,1.23E-12,8.31E-12
WBGene00020028,R12C12.8,Gonad,117.44,Pharynx,24.20,4.66,1.25E-12,8.49E-12
WBGene00001174,egl-5,Neurons,37.39,Body_wall_muscle,13.07,2.66,1.27E-12,8.58E-12
WBGene00012114,T28B8.3,Pharynx,55.93,Neurons,1.64,21.19,1.28E-12,8.63E-12
WBGene00008434,D2089.3,Neurons,50.21,Gonad,9.74,4.67,1.30E-12,8.76E-12
WBGene00022489,Y119D3B.12,Neurons,159.70,Gonad,114.31,1.38,1.31E-12,8.86E-12
WBGene00021558,Y45G5AM.6,Body_wall_muscle,123.47,Neurons,53.53,2.26,1.33E-12,8.97E-12
WBGene00005011,F26F4.8,Gonad,54.44,Hypodermis,10.43,4.76,1.36E-12,9.21E-12
WBGene00018480,otpl-7,Pharynx,209.65,Intestine,0.85,113.39,1.37E-12,9.24E-12
WBGene00194895,ZK105.11,Glia,37.01,Body_wall_muscle,0.33,27.79,1.37E-12,9.27E-12
WBGene00021346,Y37E3.1,Gonad,131.19,Hypodermis,43.20,2.97,1.38E-12,9.31E-12
WBGene00018117,nlp-47,Neurons,131.98,Glia,2.78,34.89,1.40E-12,9.42E-12
WBGene00006669,twk-14,Neurons,90.16,Pharynx,6.29,12.38,1.42E-12,9.55E-12
WBGene00001029,dnj-11,Gonad,462.48,Intestine,181.43,2.54,1.44E-12,9.71E-12
WBGene00022302,Y76B12C.8,Neurons,30.98,Gonad,1.63,11.79,1.45E-12,9.77E-12
WBGene00010559,K04D7.6,Neurons,16.07,Body_wall_muscle,0.37,11.77,1.45E-12,9.77E-12
WBGene00016151,smc-5,Gonad,422.83,Intestine,68.85,6.05,1.48E-12,9.97E-12
WBGene00011554,T07A5.1,Hypodermis,157.34,Intestine,5.44,24.42,1.51E-12,1.01E-11
WBGene00015473,C05D9.4,Glia,118.86,Neurons,5.31,18.84,1.59E-12,1.07E-11
WBGene00006583,tnc-2,Pharynx,149.74,Glia,10.78,12.71,1.60E-12,1.08E-11
WBGene00000689,col-115,Hypodermis,90.82,Glia,2.97,22.88,1.61E-12,1.08E-11
WBGene00010159,F56G4.4,Gonad,250.42,Intestine,44.12,5.55,1.66E-12,1.12E-11
WBGene00016415,ampd-1,Intestine,599.85,Neurons,158.90,3.75,1.67E-12,1.12E-11
WBGene00015322,C02B8.3,Neurons,63.80,Pharynx,2.00,21.30,1.69E-12,1.14E-11
WBGene00010281,F58G11.3,Gonad,158.28,Intestine,4.50,28.80,1.78E-12,1.20E-11
WBGene00021389,Y38A10A.2,Hypodermis,147.95,Glia,23.75,5.98,1.80E-12,1.21E-11
WBGene00008043,C40H1.8,Intestine,205.96,Glia,6.42,27.76,1.80E-12,1.21E-11
WBGene00016392,sdha-2,Gonad,225.79,Intestine,36.92,5.95,1.84E-12,1.23E-11
WBGene00020766,T24C12.4,Pharynx,157.36,Intestine,1.00,78.51,1.86E-12,1.25E-11
WBGene00020590,T19H12.6,Pharynx,41.38,Hypodermis,0.40,29.57,1.89E-12,1.27E-11
WBGene00006430,tag-51,Gonad,61.58,Hypodermis,9.39,5.93,1.90E-12,1.27E-11
WBGene00017865,F27D9.7,Glia,217.76,Pharynx,25.76,8.14,1.91E-12,1.28E-11
WBGene00044354,ZK418.11,Neurons,21.47,Body_wall_muscle,0.36,15.77,1.93E-12,1.29E-11
WBGene00003060,lpd-3,Intestine,1849.12,Gonad,992.97,1.86,1.95E-12,1.31E-11
WBGene00022473,bet-1,Neurons,387.44,Gonad,294.39,1.31,1.98E-12,1.32E-11
WBGene00001590,C45G3.3,Gonad,40.48,Hypodermis,4.84,6.93,1.98E-12,1.33E-11
WBGene00012210,W02D9.4,Gonad,42.23,Pharynx,0.44,29.22,1.99E-12,1.33E-11
WBGene00022072,cpg-9,Body_wall_muscle,172.21,Intestine,8.59,17.97,2.02E-12,1.35E-11
WBGene00016324,C32E8.6,Neurons,186.00,Glia,11.74,14.59,2.06E-12,1.38E-11
WBGene00017460,bath-30,Gonad,46.95,Pharynx,1.27,20.69,2.08E-12,1.39E-11
WBGene00219210,Y37H2A.18,Gonad,20.73,Hypodermis,0.12,18.43,2.10E-12,1.40E-11
WBGene00000768,cor-1,Body_wall_muscle,131.94,Pharynx,26.66,4.77,2.11E-12,1.41E-11
WBGene00013492,Y70C5C.1,Pharynx,38.37,Body_wall_muscle,0.43,26.77,2.13E-12,1.42E-11
WBGene00022859,ZK1193.3,Intestine,65.51,Hypodermis,0.52,43.17,2.14E-12,1.43E-11
WBGene00015818,C16A11.5,Gonad,176.68,Intestine,8.53,18.54,2.18E-12,1.46E-11
WBGene00219325,F17C11.22,Glia,76.45,Hypodermis,1.47,30.93,2.29E-12,1.53E-11
WBGene00001413,fem-3,Gonad,74.14,Pharynx,5.01,12.34,2.40E-12,1.60E-11
WBGene00002088,ins-5,Neurons,30.92,Hypodermis,0.92,16.08,2.41E-12,1.61E-11
WBGene00012118,grsp-2,Hypodermis,203.36,Intestine,13.78,13.76,2.42E-12,1.61E-11
WBGene00013329,Y57G11C.40,Body_wall_muscle,10.92,Neurons,0.00,10.92,2.48E-12,1.65E-11
WBGene00019232,ugt-13,Hypodermis,161.22,Intestine,9.19,15.82,2.49E-12,1.66E-11
WBGene00011259,miz-1,Neurons,1287.97,Pharynx,736.67,1.75,2.51E-12,1.67E-11
WBGene00015849,C16C8.11,Gonad,17.93,Body_wall_muscle,0.05,17.01,2.54E-12,1.69E-11
WBGene00008510,lipl-7,Body_wall_muscle,88.59,Glia,2.23,27.43,2.56E-12,1.70E-11
WBGene00007384,swt-3,Hypodermis,129.81,Neurons,49.56,2.57,2.56E-12,1.70E-11
WBGene00000656,col-80,Hypodermis,98.88,Glia,4.14,19.24,2.57E-12,1.71E-11
WBGene00016722,C46G7.2,Body_wall_muscle,194.60,Intestine,6.61,25.56,2.61E-12,1.73E-11
WBGene00010331,F59D12.3,Glia,58.12,Hypodermis,1.20,26.47,2.72E-12,1.80E-11
WBGene00010232,F58B3.6,Gonad,90.53,Body_wall_muscle,37.49,2.35,2.87E-12,1.91E-11
WBGene00044175,fipr-9,Pharynx,35.93,Hypodermis,0.39,25.79,2.87E-12,1.91E-11
WBGene00043982,B0403.6,Body_wall_muscle,18.78,Gonad,0.75,10.72,2.91E-12,1.93E-11
WBGene00019878,R05D3.3,Gonad,43.09,Hypodermis,4.66,7.62,2.94E-12,1.95E-11
WBGene00007048,nfx-1,Gonad,673.20,Intestine,283.99,2.36,3.01E-12,2.00E-11
WBGene00017456,F14D2.8,Gonad,39.64,Pharynx,0.36,29.12,3.03E-12,2.01E-11
WBGene00007487,C09G1.5,Neurons,114.20,Glia,1.95,38.68,3.07E-12,2.04E-11
