Table S10: Differential expression test results for posterior vs. other intestine.,,,,,
gene_id,symbol,q-value,posterior TPM,other TPM,"moderated log2
(posterior / other)"
WBGene00011719,T11G6.4,0.737201728940633,53.499,23.643,1.118
WBGene00001239,elo-1,0.737674119535474,62.721,86.308,-0.438
WBGene00003397,mom-5,0.739765436930572,29.225,100.330,-1.731
WBGene00004412,rpl-1,0.739765436930572,201.565,377.468,-0.898
WBGene00011291,R102.4,0.739765436930572,76.346,47.921,0.642
WBGene00012375,mecr-1,0.739765436930572,81.517,32.997,1.262
WBGene00021354,fpn-1.1,0.739765436930572,36.520,112.857,-1.589
WBGene00005006,spr-1,0.740693333829476,96.715,40.671,1.215
WBGene00006836,unc-112,0.740693333829476,56.919,78.565,-0.440
WBGene00013859,ZC247.1,0.740693333829476,62.391,35.628,0.768
WBGene00002189,kin-1,0.741894124754237,473.632,299.464,0.657
WBGene00007422,ugt-17,0.741894124754237,453.709,723.207,-0.669
WBGene00011637,sds-22,0.741894124754237,5.093,26.032,-2.095
WBGene00012930,obr-1,0.741894124754237,404.552,279.622,0.528
WBGene00012970,Y48A6B.9,0.741894124754237,37.530,76.505,-0.990
WBGene00016340,gba-2,0.741894124754237,51.939,100.055,-0.918
WBGene00016415,ampd-1,0.741894124754237,789.574,540.772,0.543
WBGene00022401,Y97E10AR.6,0.741894124754237,58.660,77.007,-0.368
WBGene00008505,F01G4.6,0.742294614364164,324.688,441.585,-0.439
WBGene00011735,hip-1,0.742294614364164,263.073,165.861,0.657
WBGene00004428,rpl-16,0.74384081645796,753.677,1046.795,-0.472
WBGene00008283,C53D6.6,0.74384081645796,0.000,18.566,-4.215
WBGene00010465,K01D12.6,0.74384081645796,70.822,32.466,1.081
WBGene00010813,pitp-1,0.74384081645796,116.529,85.879,0.424
WBGene00012615,dct-16,0.74384081645796,412.061,278.397,0.561
WBGene00021078,unc-132,0.74384081645796,3.905,20.543,-2.066
WBGene00021926,Y55F3AM.9,0.745770319599872,59.595,19.138,1.565
WBGene00004444,rpl-30,0.746088164252412,158.762,235.042,-0.557
WBGene00004405,rop-1,0.748569440191489,392.950,524.645,-0.413
WBGene00021628,Y47D9A.1,0.748569440191489,89.090,26.882,1.676
WBGene00007500,nasp-1,0.750138550452039,11.098,29.935,-1.307
WBGene00004204,swsn-4,0.750236279455014,264.348,345.980,-0.383
WBGene00004116,pqn-27,0.750630619584866,222.834,123.249,0.843
WBGene00008733,F13B12.6,0.750630619584866,188.347,94.727,0.976
WBGene00016005,ift-74,0.752564475415172,63.936,83.748,-0.367
WBGene00008341,ttr-44,0.753375601778632,62.762,14.877,1.983
WBGene00019298,K02D7.1,0.753375601778632,167.837,324.715,-0.944
WBGene00021043,pck-1,0.753375601778632,42.325,20.063,1.007
WBGene00000231,atx-2,0.753700859044873,490.895,322.909,0.600
WBGene00012911,acl-7,0.753700859044873,464.953,290.308,0.675
WBGene00004490,rps-21,0.754223620986246,99.269,180.505,-0.848
WBGene00019898,R05G6.4,0.754223620986246,10.973,12.276,-0.036
WBGene00009717,dep-1,0.754228903906091,22.542,76.189,-1.694
WBGene00004431,rpl-19,0.756128656129641,856.291,1112.424,-0.376
WBGene00000196,aars-1,0.756713256399449,101.047,94.320,0.084
WBGene00019435,K06A9.1,0.756728679888543,1269.545,1884.287,-0.569
WBGene00012491,Y20C6A.1,0.759290846928153,37.585,86.918,-1.172
WBGene00021854,Y54F10AR.1,0.759290846928153,161.693,107.555,0.575
WBGene00004442,rpl-28,0.759857366548231,234.954,380.709,-0.690
WBGene00000762,coq-2,0.762303292247144,57.167,18.951,1.519
WBGene00014137,clec-187,0.763672089626976,54.674,42.480,0.331
WBGene00018395,mtch-1,0.764033749523331,22.501,88.879,-1.919
WBGene00000116,alh-10,0.765221989242193,69.460,27.431,1.289
WBGene00001340,etr-1,0.765221989242193,354.923,291.104,0.281
WBGene00001522,gbh-1,0.765221989242193,118.781,75.427,0.636
WBGene00001843,hgo-1,0.765221989242193,151.968,98.493,0.611
WBGene00002257,lbp-5,0.765221989242193,48.957,22.130,1.082
WBGene00006602,tps-1,0.765221989242193,175.395,109.039,0.673
WBGene00009677,F44A6.5,0.765221989242193,44.872,19.933,1.100
WBGene00012094,T27E9.2,0.765221989242193,41.836,22.366,0.840
WBGene00012554,Y37D8A.16,0.765221989242193,49.000,23.065,1.026
WBGene00016511,C37H5.13,0.765221989242193,100.639,35.637,1.458
WBGene00017166,aldo-2,0.765221989242193,214.716,377.871,-0.809
WBGene00000001,aap-1,0.767076984392994,17.130,27.428,-0.597
WBGene00000082,adt-1,0.767076984392994,69.711,23.848,1.488
WBGene00000277,cab-1,0.767076984392994,578.887,384.724,0.586
WBGene00000369,ccf-1,0.767076984392994,16.606,21.358,-0.279
WBGene00000507,cit-1.1,0.767076984392994,13.658,31.946,-1.124
WBGene00000652,col-76,0.767076984392994,3.596,31.458,-2.775
WBGene00000803,csb-1,0.767076984392994,13.779,32.165,-1.122
WBGene00000839,cul-4,0.767076984392994,54.921,44.661,0.266
WBGene00000874,cyk-3,0.767076984392994,152.340,77.366,0.959
WBGene00000889,cyn-13,0.767076984392994,137.221,70.147,0.948
WBGene00001001,dis-3,0.767076984392994,158.592,140.910,0.160
WBGene00001082,dpy-23,0.767076984392994,29.809,36.315,-0.237
WBGene00001085,dpy-26,0.767076984392994,251.686,206.695,0.277
WBGene00001130,dyn-1,0.767076984392994,167.377,130.685,0.346
WBGene00001155,ech-6,0.767076984392994,102.093,172.631,-0.744
WBGene00001570,gei-13,0.767076984392994,282.188,181.888,0.626
WBGene00001602,gln-1,0.767076984392994,13.792,39.413,-1.414
WBGene00001679,gpb-1,0.767076984392994,327.836,234.134,0.479
WBGene00001774,gst-26,0.767076984392994,0.000,31.068,-4.957
WBGene00001816,haf-6,0.767076984392994,67.291,98.200,-0.524
WBGene00001844,hid-1,0.767076984392994,30.526,25.516,0.203
WBGene00001999,hrp-1,0.767076984392994,558.304,403.142,0.466
WBGene00002016,hsp-16.2,0.767076984392994,11.520,25.194,-1.009
WBGene00002021,hsp-17,0.767076984392994,90.673,110.571,-0.270
WBGene00002039,hum-6,0.767076984392994,394.957,280.851,0.487
WBGene00002169,isw-1,0.767076984392994,132.301,86.254,0.601
WBGene00002235,kqt-3,0.767076984392994,90.672,128.249,-0.484
WBGene00003026,lin-41,0.767076984392994,145.813,261.935,-0.835
WBGene00003036,lin-53,0.767076984392994,4.755,25.757,-2.162
WBGene00003086,lst-4,0.767076984392994,259.476,142.607,0.853
WBGene00003224,mes-6,0.767076984392994,32.589,16.772,0.875
WBGene00003384,moc-1,0.767076984392994,5.661,29.034,-2.124
WBGene00003561,ncr-1,0.767076984392994,320.068,216.896,0.555
WBGene00003621,nhr-22,0.767076984392994,89.763,60.681,0.541
WBGene00003625,nhr-31,0.767076984392994,62.672,74.575,-0.228
WBGene00003630,nhr-40,0.767076984392994,92.874,147.675,-0.654
WBGene00003651,nhr-61,0.767076984392994,9.295,30.039,-1.545
WBGene00003653,nhr-63,0.767076984392994,17.253,31.469,-0.786
WBGene00003661,nhr-71,0.767076984392994,34.512,82.647,-1.219
WBGene00003687,nhr-97,0.767076984392994,166.319,79.786,1.042
WBGene00003721,nhr-131,0.767076984392994,19.899,24.927,-0.254
WBGene00003777,nmy-2,0.767076984392994,718.297,557.882,0.362
WBGene00003806,npp-20,0.767076984392994,55.820,95.729,-0.753
WBGene00003882,orc-2,0.767076984392994,9.521,27.228,-1.372
WBGene00003919,par-4,0.767076984392994,124.532,86.809,0.504
WBGene00003924,pas-3,0.767076984392994,13.979,33.630,-1.167
WBGene00004010,pha-1,0.767076984392994,20.731,18.428,0.094
WBGene00004034,pkc-3,0.767076984392994,52.439,89.971,-0.752
WBGene00004056,pmk-2,0.767076984392994,17.697,34.206,-0.871
WBGene00004101,hgrs-1,0.767076984392994,167.361,116.239,0.514
WBGene00004105,szy-20,0.767076984392994,17.196,28.544,-0.650
WBGene00004201,prx-19,0.767076984392994,58.259,75.873,-0.357
WBGene00004319,rbr-2,0.767076984392994,369.631,268.233,0.457
WBGene00004404,rom-5,0.767076984392994,24.844,16.926,0.471
WBGene00004416,rpl-5,0.767076984392994,1350.142,1768.154,-0.388
WBGene00004420,rpl-9,0.767076984392994,406.721,665.801,-0.708
WBGene00004486,rps-17,0.767076984392994,383.243,524.923,-0.450
WBGene00004506,rpt-6,0.767076984392994,17.915,29.542,-0.643
WBGene00004894,sms-3,0.767076984392994,161.313,95.490,0.741
WBGene00004895,smu-1,0.767076984392994,20.924,32.396,-0.563
WBGene00004928,soc-1,0.767076984392994,35.186,49.784,-0.460
WBGene00006478,tag-131,0.767076984392994,14.868,28.693,-0.855
WBGene00006698,uaf-2,0.767076984392994,144.774,170.361,-0.225
WBGene00006701,ubc-1,0.767076984392994,40.833,40.912,0.032
WBGene00006804,unc-71,0.767076984392994,12.987,33.925,-1.278
WBGene00006833,unc-108,0.767076984392994,45.365,42.962,0.045
WBGene00006986,zip-1,0.767076984392994,176.914,120.243,0.545
WBGene00007008,rfp-1,0.767076984392994,210.112,110.386,0.916
WBGene00007366,C06B3.7,0.767076984392994,7.525,37.275,-2.128
WBGene00007433,swsn-7,0.767076984392994,257.605,189.318,0.437
WBGene00007488,dph-2,0.767076984392994,14.108,25.734,-0.768
WBGene00007583,C14B4.2,0.767076984392994,10.836,29.361,-1.311
WBGene00007621,C16C2.4,0.767076984392994,29.908,71.975,-1.220
WBGene00007646,nkb-1,0.767076984392994,551.228,391.164,0.491
WBGene00008331,ttll-5,0.767076984392994,18.927,29.664,-0.574
WBGene00008495,F01D5.5,0.767076984392994,0.000,43.980,-5.459
WBGene00008567,F08A8.4,0.767076984392994,85.058,115.268,-0.422
WBGene00008876,F16A11.1,0.767076984392994,170.680,280.687,-0.709
WBGene00009092,tomm-20,0.767076984392994,2.116,22.150,-2.829
WBGene00009141,ncbp-2,0.767076984392994,23.534,23.094,0.087
WBGene00009165,gpx-1,0.767076984392994,3.596,20.165,-2.133
WBGene00009266,F30A10.9,0.767076984392994,12.835,19.933,-0.527
WBGene00009274,F30F8.5,0.767076984392994,5.229,20.361,-1.709
WBGene00009454,F36A2.7,0.767076984392994,5.905,48.779,-2.820
WBGene00009488,oac-20,0.767076984392994,2.930,27.620,-2.813
WBGene00009498,tat-5,0.767076984392994,456.631,305.268,0.576
WBGene00009526,clec-169,0.767076984392994,7.071,26.760,-1.729
WBGene00009643,F42G4.6,0.767076984392994,2.139,38.472,-3.616
WBGene00009944,mtcu-2,0.767076984392994,55.025,83.383,-0.574
WBGene00009974,F53C11.4,0.767076984392994,44.385,77.958,-0.780
WBGene00009982,F53F1.4,0.767076984392994,9.866,31.833,-1.551
WBGene00010116,F55F3.2,0.767076984392994,23.868,25.431,-0.032
WBGene00010124,F55G11.4,0.767076984392994,0.000,34.461,-5.107
WBGene00010336,F59F4.1,0.767076984392994,113.142,181.558,-0.670
WBGene00010476,rnf-113,0.767076984392994,20.769,20.730,0.071
WBGene00010478,K01G5.5,0.767076984392994,47.501,53.753,-0.148
WBGene00010505,K02D3.2,0.767076984392994,0.000,21.189,-4.405
WBGene00010582,K05C4.5,0.767076984392994,46.295,51.165,-0.113
WBGene00010814,M01F1.8,0.767076984392994,31.025,25.890,0.206
WBGene00010911,M106.3,0.767076984392994,56.579,76.470,-0.409
WBGene00010912,gmps-1,0.767076984392994,120.900,64.441,0.886
WBGene00010925,M153.2,0.767076984392994,17.069,28.534,-0.659
WBGene00011144,R08D7.4,0.767076984392994,19.815,18.501,0.023
WBGene00011282,R74.8,0.767076984392994,35.301,30.060,0.185
WBGene00011662,T09F3.2,0.767076984392994,8.203,33.950,-1.883
WBGene00011820,T18D3.1,0.767076984392994,10.998,20.557,-0.777
WBGene00011821,cdf-2,0.767076984392994,23.953,28.666,-0.200
WBGene00011965,T23G7.2,0.767076984392994,11.597,27.286,-1.115
WBGene00012139,T28F4.4,0.767076984392994,112.747,60.674,0.870
WBGene00012719,Y39E4B.10,0.767076984392994,15.795,24.044,-0.518
WBGene00012734,Y40B1A.3,0.767076984392994,113.676,137.447,-0.261
WBGene00012850,Y44A6C.1,0.767076984392994,22.264,43.365,-0.898
WBGene00012972,rsa-2,0.767076984392994,17.652,24.728,-0.407
WBGene00013376,Y62E10A.6,0.767076984392994,23.569,37.053,-0.593
WBGene00013426,Y66A7A.7,0.767076984392994,18.196,21.605,-0.171
WBGene00013434,Y66D12A.8,0.767076984392994,28.744,16.697,0.700
WBGene00013536,Y73F8A.32,0.767076984392994,8.010,22.728,-1.335
WBGene00013596,nyn-2,0.767076984392994,21.973,22.390,0.037
WBGene00013654,Y105C5B.15,0.767076984392994,0.000,36.063,-5.172
WBGene00013676,ekl-4,0.767076984392994,14.975,37.479,-1.230
WBGene00013765,cdkr-3,0.767076984392994,131.135,87.356,0.570
WBGene00013808,sfa-1,0.767076984392994,407.522,267.679,0.601
WBGene00013900,ugt-18,0.767076984392994,7.008,51.711,-2.691
WBGene00013905,ugt-4,0.767076984392994,0.000,34.810,-5.121
WBGene00013906,ugt-5,0.767076984392994,45.341,78.899,-0.768
WBGene00014011,ZK632.2,0.767076984392994,37.926,42.231,-0.118
WBGene00014076,ZK792.1,0.767076984392994,14.079,20.223,-0.423
WBGene00015156,B0361.2,0.767076984392994,70.383,103.052,-0.530
WBGene00015208,B0495.9,0.767076984392994,4.088,24.190,-2.249
WBGene00015248,mai-2,0.767076984392994,45.455,27.715,0.663
WBGene00015454,C04G6.4,0.767076984392994,24.828,21.346,0.152
WBGene00015469,C05D2.8,0.767076984392994,191.144,299.624,-0.641
WBGene00015538,sams-3,0.767076984392994,27.657,35.114,-0.293
WBGene00015906,C17E7.13,0.767076984392994,6.318,25.453,-1.798
WBGene00016261,C30F12.2,0.767076984392994,5.939,22.659,-1.707
WBGene00016314,C32D5.6,0.767076984392994,14.682,32.365,-1.045
WBGene00016379,C33H5.13,0.767076984392994,14.309,20.563,-0.426
WBGene00016412,mrps-26,0.767076984392994,21.252,36.502,-0.714
WBGene00016845,C50F7.5,0.767076984392994,40.578,85.850,-1.046
WBGene00017098,E02D9.1,0.767076984392994,172.823,95.140,0.846
WBGene00017275,F08F8.10,0.767076984392994,100.441,115.646,-0.189
WBGene00017288,F09E5.10,0.767076984392994,14.514,23.495,-0.599
WBGene00017398,slc-17.6,0.767076984392994,112.324,152.770,-0.431
WBGene00017606,ets-6,0.767076984392994,74.045,22.246,1.671
WBGene00017901,igeg-1,0.767076984392994,21.667,40.292,-0.830
WBGene00018015,F33G12.3,0.767076984392994,7.838,24.666,-1.481
WBGene00018274,F41C3.8,0.767076984392994,18.101,28.221,-0.563
WBGene00018361,F42G8.10,0.767076984392994,5.201,33.440,-2.431
WBGene00018609,F48E8.2,0.767076984392994,136.342,82.422,0.709
WBGene00018866,nath-10,0.767076984392994,117.278,158.525,-0.423
WBGene00018935,skr-18,0.767076984392994,11.352,21.296,-0.786
WBGene00019007,ucr-11,0.767076984392994,0.000,26.739,-4.741
WBGene00019168,H06I04.3,0.767076984392994,1158.061,863.792,0.421
WBGene00019345,tmem-135,0.767076984392994,133.792,83.517,0.663
WBGene00019473,cyp-35A5,0.767076984392994,0.000,32.400,-5.018
WBGene00019515,ugt-19,0.767076984392994,143.326,94.677,0.583
WBGene00019565,cyp-35A3,0.767076984392994,0.000,27.175,-4.764
WBGene00019824,R02D3.7,0.767076984392994,18.792,22.304,-0.172
WBGene00020068,cra-1,0.767076984392994,188.756,240.071,-0.339
WBGene00020095,R144.5,0.767076984392994,9.142,28.698,-1.501
WBGene00020498,T14B4.1,0.767076984392994,148.201,82.705,0.824
WBGene00020532,math-42,0.767076984392994,7.220,30.268,-1.881
WBGene00020801,T25D10.4,0.767076984392994,45.033,14.574,1.532
WBGene00020822,T26A5.6,0.767076984392994,31.855,41.523,-0.338
WBGene00020867,shc-2,0.767076984392994,12.698,25.886,-0.918
WBGene00020920,set-20,0.767076984392994,122.923,55.030,1.133
WBGene00021002,W03F9.4,0.767076984392994,11.085,22.045,-0.867
WBGene00021020,W04B5.3,0.767076984392994,916.534,599.254,0.611
WBGene00021148,W10G11.19,0.767076984392994,38.510,57.592,-0.544
WBGene00021334,vps-4,0.767076984392994,249.958,153.068,0.698
WBGene00021355,Y37E3.17,0.767076984392994,374.526,298.877,0.321
WBGene00021369,siah-1,0.767076984392994,64.533,90.906,-0.472
WBGene00021508,Y41D4A.6,0.767076984392994,33.873,23.539,0.465
WBGene00021820,nipa-1,0.767076984392994,401.147,245.106,0.705
WBGene00021831,Y54E10A.11,0.767076984392994,455.957,315.572,0.526
WBGene00021842,Y54E10BR.3,0.767076984392994,27.281,39.514,-0.483
WBGene00021934,cct-8,0.767076984392994,528.107,375.025,0.490
WBGene00021936,Y55F3BL.2,0.767076984392994,23.434,33.282,-0.446
WBGene00022029,Y65B4A.6,0.767076984392994,5.236,34.462,-2.466
WBGene00022044,dpm-1,0.767076984392994,17.960,21.507,-0.182
WBGene00022053,cisd-3.2,0.767076984392994,29.685,18.577,0.601
WBGene00022059,Y67D8A.2,0.767076984392994,276.775,192.864,0.514
WBGene00022103,cdh-12,0.767076984392994,45.353,77.011,-0.732
WBGene00022138,trpp-10,0.767076984392994,183.873,96.289,0.918
WBGene00022336,Y82E9BR.3,0.767076984392994,297.514,462.295,-0.631
WBGene00022373,mrpl-15,0.767076984392994,38.981,28.902,0.383
WBGene00022381,ubxn-2,0.767076984392994,54.986,58.469,-0.063
WBGene00022386,Y95B8A.6,0.767076984392994,6.791,32.755,-2.072
WBGene00022450,ubc-26,0.767076984392994,43.941,17.538,1.245
WBGene00022583,mrps-18A,0.767076984392994,12.254,25.299,-0.933
WBGene00022672,ZK177.4,0.767076984392994,37.068,30.099,0.253
WBGene00022830,ZK973.1,0.767076984392994,19.467,25.738,-0.331
WBGene00022862,ZK1236.1,0.767076984392994,29.855,39.557,-0.358
WBGene00044107,F58G6.9,0.767076984392994,18.656,36.120,-0.878
WBGene00044492,Y54G2A.49,0.767076984392994,0.000,23.498,-4.554
WBGene00044689,arid-1,0.767076984392994,146.378,177.849,-0.271
WBGene00044759,T06E6.15,0.767076984392994,0.000,26.931,-4.751
WBGene00077521,maf-1,0.767076984392994,19.498,26.923,-0.393
WBGene00219274,T25G12.13,0.767076984392994,0.000,28.606,-4.838
WBGene00010556,rack-1,0.768467633203891,239.608,348.750,-0.536
WBGene00011030,R05D7.5,0.768467633203891,12.983,18.356,-0.393
WBGene00012319,ipla-3,0.768467633203891,795.956,594.109,0.420
WBGene00015608,math-3,0.768467633203891,1062.133,741.048,0.517
WBGene00017770,F25B4.7,0.768467633203891,12.730,17.599,-0.358
WBGene00006706,ubc-9,0.769721548370386,14.458,23.051,-0.576
WBGene00007528,C11H1.2,0.769721548370386,6.967,20.667,-1.375
WBGene00008436,DH11.2,0.769721548370386,0.000,25.258,-4.659
WBGene00017745,F23F1.4,0.769721548370386,0.000,29.586,-4.887
WBGene00019869,cnnm-2,0.769721548370386,67.643,142.498,-1.054
WBGene00044738,folt-3,0.769721548370386,15.496,16.432,0.006
WBGene00002198,kin-14,0.771855990224763,0.000,23.567,-4.559
WBGene00003142,mau-8,0.771855990224763,10.600,21.644,-0.900
WBGene00004164,pqn-83,0.771855990224763,8.907,19.872,-1.004
WBGene00015828,math-14,0.771855990224763,1.972,20.210,-2.766
WBGene00044672,fbxa-4,0.771855990224763,2.501,20.302,-2.536
WBGene00000879,cyn-3,0.772315919225498,12.057,30.209,-1.210
WBGene00002889,let-765,0.772315919225498,627.085,477.673,0.390
WBGene00003429,msp-31,0.772315919225498,3.426,27.869,-2.655
WBGene00004038,plc-3,0.772315919225498,245.321,358.860,-0.543
WBGene00004315,rbd-1,0.772315919225498,231.393,134.415,0.773
WBGene00007650,ugt-23,0.772315919225498,134.474,101.201,0.396
WBGene00011102,R07E3.1,0.772315919225498,616.613,814.470,-0.399
WBGene00013015,Y48E1C.2,0.772315919225498,19.375,16.745,0.127
WBGene00018717,F52H2.5,0.772315919225498,15.172,21.470,-0.409
WBGene00194986,T27F7.4,0.772315919225498,11.288,20.027,-0.705
WBGene00003901,paa-1,0.77258245913155,98.450,83.262,0.225
WBGene00013347,Y59A8B.10,0.773403324043761,214.853,287.553,-0.414
WBGene00004706,rsr-1,0.773412458234075,141.302,112.767,0.313
WBGene00012999,rpoa-1,0.773520914877387,639.481,440.627,0.534
WBGene00003061,lpd-5,0.773709156985333,8.426,15.670,-0.733
WBGene00006635,tsp-9,0.773709156985333,10.591,13.743,-0.246
WBGene00012825,Y43F8C.3,0.773709156985333,0.000,21.534,-4.429
WBGene00138717,F52C12.6,0.773709156985333,10.075,21.073,-0.928
WBGene00004414,rpl-3,0.774182538914159,1005.116,1331.342,-0.404
WBGene00003221,mes-3,0.775207708473785,184.984,122.968,0.577
WBGene00006606,tra-3,0.775520709798882,31.814,121.278,-1.886
WBGene00008200,C49C3.10,0.775520709798882,19.142,16.831,0.102
WBGene00008621,F09C8.1,0.775520709798882,0.000,27.003,-4.755
WBGene00011218,R10E11.6,0.775520709798882,5.920,18.105,-1.388
WBGene00015235,cdc-26,0.775520709798882,0.000,17.201,-4.104
WBGene00022141,chaf-2,0.775520709798882,3.545,24.117,-2.408
WBGene00022474,zig-9,0.775520709798882,81.455,53.458,0.581
WBGene00013550,Y75B8A.14,0.776984928722247,113.521,47.789,1.218
WBGene00002041,hum-8,0.777103549773328,1489.595,1145.652,0.377
WBGene00006504,kcc-1,0.777103549773328,144.344,58.232,1.285
WBGene00007363,stdh-1,0.777103549773328,0.000,22.174,-4.471
WBGene00010047,F54D1.6,0.777103549773328,1129.764,796.982,0.502
WBGene00010338,F59F4.3,0.777103549773328,10.541,18.362,-0.670
WBGene00010629,K07C5.6,0.777103549773328,106.977,140.074,-0.375
WBGene00011964,saeg-2,0.777103549773328,9.083,20.055,-0.992
WBGene00018892,cir-1,0.777103549773328,199.619,161.339,0.298
WBGene00019115,nhr-195,0.777103549773328,11.718,19.882,-0.645
WBGene00020931,cytb-5.2,0.777103549773328,0.000,21.015,-4.393
WBGene00020735,T23F2.2,0.777980292114813,353.479,216.432,0.701
WBGene00021522,nhr-274,0.777980292114813,163.277,123.081,0.396
WBGene00004415,rpl-4,0.781659132508314,1537.902,2127.379,-0.467
WBGene00008195,ceh-88,0.781659132508314,0.000,20.572,-4.363
WBGene00008594,clec-57,0.781659132508314,0.000,23.774,-4.571
WBGene00015658,tsg-101,0.781659132508314,92.452,50.402,0.847
WBGene00017565,ddo-2,0.781659132508314,88.662,134.724,-0.587
WBGene00013039,scav-3,0.782070163525885,171.761,111.156,0.615
WBGene00004896,smu-2,0.782083929322178,88.316,49.492,0.807
WBGene00001352,evl-14,0.782283122181482,149.457,211.697,-0.493
WBGene00009389,F35B12.10,0.782283122181482,119.818,92.165,0.363
WBGene00000005,aat-4,0.783042549008507,9.843,16.900,-0.640
WBGene00000040,aco-1,0.783042549008507,176.439,185.810,-0.066
WBGene00000079,adr-1,0.783042549008507,126.295,90.545,0.464
WBGene00000089,aex-6,0.783042549008507,5.011,19.604,-1.705
WBGene00000102,akt-1,0.783042549008507,104.515,167.924,-0.670
WBGene00000118,alh-12,0.783042549008507,27.612,55.405,-0.953
WBGene00000155,app-1,0.783042549008507,117.188,154.243,-0.384
WBGene00000178,aqp-10,0.783042549008507,7.842,21.404,-1.275
WBGene00000179,aqp-11,0.783042549008507,14.404,34.127,-1.148
WBGene00000267,bre-2,0.783042549008507,28.320,40.079,-0.451
WBGene00000269,bre-4,0.783042549008507,9.077,17.757,-0.817
WBGene00000294,cas-1,0.783042549008507,231.523,174.449,0.400
WBGene00000370,ccg-1,0.783042549008507,15.344,15.062,0.118
WBGene00000371,cco-1,0.783042549008507,35.085,80.189,-1.152
WBGene00000387,cdc-25.2,0.783042549008507,97.497,17.319,2.412
WBGene00000408,cdk-7,0.783042549008507,51.766,31.072,0.691
WBGene00000426,ced-12,0.783042549008507,42.759,76.653,-0.809
WBGene00000497,chs-2,0.783042549008507,2.505,9.217,-1.395
WBGene00000502,chp-1,0.783042549008507,41.549,27.860,0.526
WBGene00000517,cki-2,0.783042549008507,56.117,33.185,0.715
WBGene00000533,clh-6,0.783042549008507,97.811,82.279,0.232
WBGene00000739,col-166,0.783042549008507,16.169,17.352,-0.015
WBGene00000776,cpl-1,0.783042549008507,989.846,1376.673,-0.474
WBGene00000792,crb-1,0.783042549008507,73.511,43.016,0.740
WBGene00000795,crn-2,0.783042549008507,21.016,31.179,-0.502
WBGene00000829,ctb-1,0.783042549008507,534.645,678.633,-0.341
WBGene00000917,daf-25,0.783042549008507,9.438,22.165,-1.086
WBGene00001005,dlc-1,0.783042549008507,11.450,37.445,-1.589
WBGene00001020,dnj-2,0.783042549008507,2.839,22.808,-2.571
WBGene00001046,dnj-28,0.783042549008507,25.869,16.909,0.531
WBGene00001056,dpf-3,0.783042549008507,265.001,162.894,0.693
WBGene00001148,eat-20,0.783042549008507,7.501,17.386,-1.032
WBGene00001157,ech-8,0.783042549008507,272.478,196.747,0.462
WBGene00001158,ech-9,0.783042549008507,0.000,33.938,-5.085
WBGene00001167,eef-2,0.783042549008507,2640.582,3519.032,-0.414
WBGene00001412,fem-2,0.783042549008507,30.392,20.839,0.477
WBGene00001423,fib-1,0.783042549008507,1162.248,826.791,0.490
WBGene00001427,fkb-2,0.783042549008507,0.000,30.633,-4.937
WBGene00001496,frm-10,0.783042549008507,417.681,321.802,0.372
WBGene00001503,fum-1,0.783042549008507,80.301,147.352,-0.858
WBGene00001515,gap-1,0.783042549008507,3.905,23.072,-2.234
WBGene00001604,gln-3,0.783042549008507,366.777,530.515,-0.529
WBGene00001638,gly-13,0.783042549008507,99.448,87.851,0.163
WBGene00001685,gpd-3,0.783042549008507,60.928,116.989,-0.918
WBGene00001687,gpn-1,0.783042549008507,0.000,44.136,-5.464
WBGene00001725,grl-16,0.783042549008507,9.820,21.024,-0.958
WBGene00001767,gst-19,0.783042549008507,0.000,23.757,-4.570
WBGene00001812,haf-2,0.783042549008507,144.929,112.674,0.350
WBGene00001827,hcf-1,0.783042549008507,105.566,53.537,0.953
WBGene00001838,hda-10,0.783042549008507,22.363,23.379,-0.001
WBGene00001860,him-1,0.783042549008507,356.442,250.920,0.501
WBGene00002026,hsp-70,0.783042549008507,59.272,84.564,-0.489
WBGene00002047,icp-1,0.783042549008507,6.798,26.562,-1.768
WBGene00002067,ifp-1,0.783042549008507,712.753,559.959,0.346
WBGene00002073,ima-2,0.783042549008507,43.183,31.616,0.405
WBGene00002080,xpo-3,0.783042549008507,225.743,149.075,0.589
WBGene00002152,iars-1,0.783042549008507,368.045,406.370,-0.139
WBGene00002175,jac-1,0.783042549008507,98.877,37.860,1.347
WBGene00002280,let-2,0.783042549008507,100.760,67.549,0.556
WBGene00002299,let-23,0.783042549008507,445.916,436.865,0.026
WBGene00002344,let-70,0.783042549008507,115.401,55.361,1.034
WBGene00003040,lin-59,0.783042549008507,311.226,372.603,-0.255
WBGene00003134,mat-3,0.783042549008507,17.473,31.814,-0.784
WBGene00003155,mcm-3,0.783042549008507,12.910,18.948,-0.446
WBGene00003158,mcm-6,0.783042549008507,47.163,30.285,0.592
WBGene00003174,mec-10,0.783042549008507,18.687,15.495,0.180
WBGene00003391,mog-3,0.783042549008507,81.452,45.567,0.807
WBGene00003396,mom-4,0.783042549008507,58.051,34.706,0.701
WBGene00003402,mpk-2,0.783042549008507,13.369,22.047,-0.618
WBGene00003405,mre-11,0.783042549008507,59.252,21.841,1.375
WBGene00003423,msi-1,0.783042549008507,609.473,432.529,0.491
WBGene00003475,mtm-1,0.783042549008507,25.463,42.792,-0.693
WBGene00003504,mut-7,0.783042549008507,32.659,15.770,0.962
